Gene	ADHD	AD	AF	BP	CD	Celiac	CAD	DrinkWeek	FG	GRT	IBD	Insomnia	Intel	SLE	MDD	MS	PBC	ReactionTime	RA	SCZ	SleepDuration	SWB	T1D	T2D	UC	VNR	Worry	ALT	ALP	TC	Glucose	HbA1c	HDL	LDL	SHBG	TST	TBIL	TP	TG	EOS	LYM	MCH	MONO	PLT	RDW	RBC	WBC	BMD-HT	Balding	BMI	Height	WHR	DBP	SBP	BreastCancer	ECOL	EY	Smoking	AIT	Eczema	ASM	CVD	HTN	HT	RR-ENT	BMR	FEVi/FvC	FVC	NRT	MorningPerson	HAIR	MNR	MNP	NCH
TENT4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035358973	0
TENT4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056553785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TENT5A	0	0	0	0	0	0	0	0	0	0.09934931	0	0	0	0	0.097113736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06694061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09142431	0	0	0	0.034484435	0
TENT5B	0	0	0	0	0	0	0.052665774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TERF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037308216	0
TESC	0	0	0	0	0	0	0.040725097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033187963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TET2	0	0	0	0.050928533	0	0	0	0.07539996	0	0.11005231	0	0.054832447	0.10759369	0	0	0	0	0.10030359	0	0	0	0	0	0	0	0.1034712	0.07739393	0	0	0	0.042150065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0996572	0.09035637	0.09031824	0	0	0	0	0.06684603	0.12321179	0.12961808	0.11598069	0	0	0	0	0	0	0	0	0.10537659	0.092609905	0	0.087664686	0	0.083771184	0	0.06625495
TEX10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032824326	0
TEX14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03089243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX2	0	0	0	0	0	0	0.04628046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036860473	0	0.031545825	0	0	0	0	0.044416565	0	0	0.05007119	0	0	0	0.046986572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05454439	0
TFAP2C	0	0	0	0	0	0	0	0	0	0	0.06039397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06027367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039993335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08259434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFDP2	0	0	0	0	0	0	0	0.052542288	0	0	0	0	0.078512274	0	0.09284215	0	0	0	0	0	0	0	0	0	0	0.0697367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08265898	0	0	0	0	0	0	0.09452747	0	0.09694638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03157384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042722598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFPI	0	0	0	0	0.05298255	0	0	0.0649308	0	0	0	0	0	0	0	0.05492414	0	0	0	0	0	0	0.059047066	0	0	0	0	0	0.055098876	0	0	0	0	0	0	0.031845845	0	0	0	0.053466722	0.07913145	0.053678185	0.06401179	0	0	0	0.06170133	0	0	0	0	0	0	0	0	0	0	0	0	0.056904063	0	0.050974224	0	0.050884128	0	0	0	0	0	0	0	0	0	0
TFPI2	0	0	0	0	0.04873178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052179478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFRC	0	0	0	0	0.0475859	0	0.037624124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033161443	0	0	0	0	0	0.05029966	0	0	0	0.040886305	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04396776	0	0	0	0.044805545	0	0	0	0	0	0	0	0.043150604	0
TG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031372786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044460095	0	0	0	0	0	0	0	0	0	0
TGFB1	0	0.12577415	0	0	0.08705217	0.08712811	0.09359685	0	0.08614491	0	0.086862415	0.06624731	0	0.09106354	0	0.1266012	0.08834774	0	0.051660184	0	0	0	0	0.027671698	0.060061906	0	0	0.07357366	0.045638826	0.08779237	0	0.07724172	0.09508106	0.083924994	0.064183064	0	0.06894237	0	0.071998775	0.091515034	0.061099462	0.0705936	0	0.12800457	0.06819598	0.081106864	0.08074645	0	0	0	0.03901665	0	0	0	0	0	0	0	0.09501212	0	0	0	0	0.082115896	0	0	0	0	0	0	0.08862863	0	0	0
TGFB1I1	0	0	0	0.046999715	0	0	0.08735075	0	0.03983275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059490692	0	0	0	0	0	0	0	0	0	0	0.1261783	0	0.04160788	0	0	0	0	0.05602227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040990412	0	0	0
TGFB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030801307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBI	0	0	0	0	0	0	0.052913863	0	0	0	0	0	0	0	0	0	0	0	0.03525038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR1	0	0	0.096659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059554826	0	0	0	0	0	0.1065497	0	0	0	0	0	0	0
TGFBR2	0	0	0	0	0	0	0	0.0708562	0	0	0	0	0	0	0	0	0	0	0.031408697	0	0	0	0.03595664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03923039	0	0	0	0	0.04349666	0	0	0	0	0	0	0	0	0.056342855	0	0	0.071443014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR3	0	0	0	0	0	0	0	0.10953284	0	0.09610242	0	0	0	0	0	0	0	0	0.038242146	0	0	0	0.056622077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072093226	0	0	0	0	0	0.10329368	0	0	0.10845387	0	0	0.089484185	0	0	0.107414566	0	0	0	0.05864804	0.06951949	0	0	0	0	0	0.09200261	0	0	0	0.06286376	0
TGIF1	0	0	0	0	0.064104445	0	0	0	0	0	0.07237484	0	0	0	0	0	0	0	0	0	0	0	0.03838118	0	0.07597066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046815645	0	0	0.052041072	0	0	0	0.06143965	0	0	0	0	0	0	0	0	0	0	0	0	0.05414606	0	0	0	0	0	0	0	0	0	0	0	0	0.03241574	0
TGM2	0	0	0	0.06936287	0	0	0.13379887	0	0.052287664	0	0.053957697	0.063192226	0	0.053900838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07205682	0	0	0	0	0	0	0.059916724	0	0	0	0	0	0	0	0	0	0.059651367	0	0	0	0.052325074	0	0	0	0	0	0	0	0	0
TGOLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03953563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034172267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04166948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THADA	0.07332225	0	0.123088054	0.03352079	0	0	0	0.06267167	0	0.12906693	0	0.05529023	0.0993322	0	0.133051	0	0	0.10192087	0	0.1181765	0.096891545	0.17893396	0	0.066924006	0	0.094220914	0.10340126	0	0	0	0.07226748	0	0	0	0	0	0	0	0	0	0	0	0.04098585	0	0	0	0	0.114218414	0.1363251	0.1264538	0	0.083158016	0.12058565	0.12407302	0.08318696	0.13237742	0.13971145	0.1424834	0	0.07369409	0.04777989	0.08282336	0.10902519	0	0.05337934	0.115269534	0.14904448	0.12163073	0.13163345	0.12327372	0.051866148	0.09742862	0	0.084689856
THAP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06248922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03248604	0
THAP2	0	0	0	0	0.050805807	0	0	0	0	0	0.05497152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06236715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THBD	0	0.053249374	0	0	0.050619427	0	0	0	0	0	0	0	0	0	0	0.04839554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046242468	0	0	0	0	0	0	0	0	0	0.04848698	0	0	0	0.045842297	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042739104	0	0	0	0	0	0	0	0	0	0	0	0	0
THBS1	0	0	0	0	0.16456348	0.090618625	0	0	0	0	0.13924967	0	0	0.047889665	0	0.10975191	0.06290288	0	0.04124357	0	0	0	0	0	0.06919965	0	0	0.09017702	0	0	0	0	0.04939893	0	0	0	0	0.040707134	0	0.093619525	0.07406468	0	0.09245906	0	0	0	0.118412994	0	0	0	0	0	0	0	0	0	0	0	0.07268868	0.12224511	0.083636545	0	0	0.051522307	0.08447451	0	0	0	0	0	0	0	0	0
THBS2	0	0	0.09341199	0	0	0.047984187	0	0	0.06559402	0	0	0.042683713	0	0.032463033	0	0	0	0	0	0.09186902	0	0.12761918	0	0	0	0	0	0	0	0	0.04161408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05218501	0.09709063	0	0	0.027025532	0	0.09036381	0	0	0	0	0	0	0.08864092	0.08414938	0	0	0.04205671	0.089103706	0	0.1555053	0.15000808	0	0	0.053901862	0	0	0
THBS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04910396	0	0	0	0.046063974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041096915	0
THEMIS	0	0	0	0	0	0.051009085	0	0	0	0	0	0	0	0	0	0	0	0	0.027070953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042782433	0	0	0	0	0.04070012	0	0	0	0	0	0	0	0	0	0
THEMIS2	0	0.05904226	0	0	0	0	0	0	0.032518834	0	0	0	0	0.04086052	0	0.044643283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027485033	0	0	0.0642338	0.054960795	0	0	0.06957385	0.05185983	0	0.05379774	0	0	0	0	0	0	0	0	0	0	0	0.041364007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THOC2	0	0	0	0	0	0	0	0	0	0	0	0	0.07244377	0	0	0	0	0	0	0.08968185	0.06641429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08205124	0	0	0	0	0.086300924	0	0	0	0.09632388	0	0	0	0	0.06512676	0	0	0.09059261	0	0	0	0.086091995	0	0.055602748	0	0
THOC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040024977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THOP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033682574	0	0	0	0	0.030390052	0.043628402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07274337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03306372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRB	0.055317707	0	0.1316937	0	0	0	0	0	0	0.11555164	0	0	0.09388706	0	0.10757215	0	0	0	0	0.106750235	0.06812005	0.15112098	0	0	0	0.101683594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08277196	0	0	0.07104354	0	0.080983356	0.06832663	0	0.110705964	0.10675653	0	0	0	0	0	0	0	0.10194348	0	0	0.112013936	0.09222549	0	0.05820838	0.038000382	0.069494784
THSD4	0	0	0.094864845	0.048451845	0	0	0.037243016	0	0	0.09701457	0	0.08020168	0.101022914	0	0.107355416	0	0	0.10451992	0	0.103750296	0.090093255	0.15588433	0	0	0	0.07570791	0.10269072	0	0	0	0.03450099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13616455	0.09935274	0.11279162	0	0	0.110104	0.08075335	0.08017163	0.12453788	0.11370699	0.11722915	0	0	0.04936555	0	0.07058068	0	0.05010728	0.094395965	0.13620321	0.10675593	0.12040214	0.11308238	0.035950243	0.08294921	0	0.08590951
THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031146884	0	0	0	0	0.03314132	0	0	0	0	0.035576355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THY1	0	0.12135294	0	0	0.10314939	0.042111244	0	0	0.08478679	0	0.14173761	0	0	0.04842498	0	0.098834306	0.119888805	0	0	0	0	0	0.04804855	0	0.14917071	0	0	0	0	0.06269115	0	0.06552564	0.08616659	0.049438685	0.040176027	0	0.040903877	0.0425471	0.05262667	0.0458264	0.047712006	0.09566626	0	0.13831475	0.094712086	0.08079013	0.059213426	0	0	0	0	0	0	0	0	0	0	0	0.061653063	0	0	0	0	0	0	0	0	0	0	0	0.052238367	0	0	0
TIA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04016204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIAM2	0	0	0	0	0	0.039076287	0	0	0	0	0	0	0.07889024	0	0	0	0	0	0	0	0	0	0	0	0	0.07976725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0823835	0	0	0	0	0	0	0	0	0.09879728	0	0	0	0	0	0	0	0	0	0	0.09157622	0	0	0	0	0	0
TICAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052470755	0	0	0	0	0.051141564	0	0	0	0	0	0	0	0	0	0
TIFA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033684224	0
TIMM13	0	0.055826616	0	0	0	0	0	0	0.047428392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05759719	0	0	0	0	0.04357659	0	0.040334035	0.0511319	0.039234612	0.04035983	0	0.037560027	0	0.044928193	0	0	0.055235606	0	0.06446799	0.061769854	0.056988552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04203298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM8B	0	0	0	0	0	0	0	0	0.04111159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037811514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMP1	0	0.07292258	0	0	0.059919313	0	0.041057978	0	0.049492978	0	0.0773979	0	0	0.03247105	0	0.057804476	0.07431026	0	0	0	0	0	0	0	0.076342165	0	0	0	0	0.04012595	0	0.043462362	0.055696815	0.031237766	0	0	0.02881945	0	0	0.044796497	0	0.05038838	0	0.05878198	0.06283799	0	0.04906355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMP2	0	0.08707675	0	0	0	0	0	0	0	0	0.05822083	0	0	0.03758008	0	0.077273145	0.080413155	0	0.04488756	0	0	0	0.06749157	0	0.09879888	0	0	0	0	0	0	0	0.05168138	0	0	0	0	0	0	0	0.05742586	0.051671974	0.05068333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050517224	0	0	0	0	0.060034256	0	0	0	0	0	0	0	0	0	0
TIMP3	0	0	0	0	0.06288919	0.04669922	0	0	0	0	0.069424614	0	0	0	0	0.072972134	0.09249238	0	0.041837867	0	0	0	0.07002795	0	0.07390007	0	0	0.038882043	0.071308665	0.04771052	0	0.0678607	0.069307014	0	0	0	0	0.07342183	0.053186826	0.042197883	0.07320054	0.07362234	0.044898916	0	0.039142177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046676405	0.050244756	0	0	0	0.05019441	0	0	0	0	0	0	0.06008802	0	0	0
TIMP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057327423	0	0	0	0	0	0	0	0	0	0	0.03232603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11691182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	0	0	0	0.075889744	0	0	0.15067603	0	0	0	0	0	0	0	0	0	0	0.1014136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064464495	0	0	0	0	0	0	0	0	0	0	0.112564206	0	0	0	0	0	0	0.060800016	0	0.11203596	0.08636705	0	0	0	0	0	0	0.042104278	0.0540064	0.06646706	0	0	0	0	0	0	0	0.06339074	0	0	0
TIPARP	0	0	0	0	0.080384545	0.048704963	0	0	0	0	0.070675276	0	0	0	0	0	0	0	0.03888348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05026188	0	0	0	0.04754293	0	0	0	0	0	0	0	0	0	0	0	0	0.06848095	0.043440297	0	0	0	0.043250043	0	0	0	0	0	0	0	0.075287506	0
TIRAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027880434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TJP1	0	0	0.12751693	0.05997296	0	0	0.07469425	0	0	0.09715036	0	0.064111166	0.101613805	0	0.11642581	0	0	0.1202266	0	0.13434438	0.07794126	0.14027625	0	0	0	0.09232199	0.10376572	0	0	0	0.03180506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095328294	0	0.11539981	0.031016594	0	0.120059244	0.110314906	0.07792316	0.11867267	0.12426068	0.11011903	0	0	0.046684235	0.05672033	0.08478079	0	0	0.11496901	0.15973754	0.10212149	0.107409514	0.11528078	0	0	0	0
TJP2	0.05701932	0	0.11029596	0.03533518	0	0	0	0	0	0.115258254	0	0.05498718	0.095139995	0	0.11183863	0	0	0.10345552	0	0.11445535	0.08425268	0.16182518	0	0	0	0.08085878	0.09844906	0.03607758	0	0	0.034069046	0	0	0	0	0	0	0.04509592	0	0	0	0	0	0	0	0	0	0.09711256	0.09739973	0.1270982	0	0	0.09491382	0.08868472	0.076258756	0.11533969	0.11774529	0.13198413	0	0.07386341	0.060375392	0.05876486	0.086356126	0	0.06178707	0.10947903	0.10445613	0.10112668	0.1096392	0.11274933	0	0.076593004	0	0.080856055
TK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056580987	0.038288876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TKT	0	0.050237138	0	0	0	0	0	0	0.04985823	0	0	0	0	0	0	0.04634559	0	0	0	0	0	0	0	0	0	0	0	0	0.03990073	0.045387007	0	0.063915886	0.06658979	0.04645859	0.056775775	0.024959328	0.043776013	0	0.053962186	0	0	0.055200964	0	0.07320932	0.05412924	0.050657447	0.03957523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040068757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06533443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04520207	0
TLCD5	0.04929102	0	0	0.03369722	0	0	0	0	0	0.09371602	0	0.04863026	0.077571556	0	0	0	0	0.08406859	0	0.08865275	0.07267745	0.13174632	0	0	0	0	0.08138594	0	0	0	0.039346978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0813877	0.08372837	0.09896914	0	0	0	0	0.067866884	0.09894136	0.09718122	0.10392192	0	0	0	0.04983435	0.06614415	0	0.04316196	0.090672135	0	0.09297351	0.098199986	0.087518215	0	0.07191826	0	0.06583463
TLE1	0	0	0	0	0	0	0.045422554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060606748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053144608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057434432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046873715	0
